Model	mdlname	Par
2808	'[x^3, x^2, x, x^3*y^3, x*y^3, 1]'	6
2809	'[y^3, x^2, x, x^3*y^3, x*y^3, 1]'	6
2810	'[x^3, y^2, x, x^3*y^3, x*y^3, 1]'	6
2811	'[y^3, y^2, x, x^3*y^3, x*y^3, 1]'	6
2812	'[x^2, y^2, x, x^3*y^3, x*y^3, 1]'	6
2813	'[x^3, y^3, y, x^3*y^3, x*y^3, 1]'	6
2814	'[x^3, x^2, y, x^3*y^3, x*y^3, 1]'	6
2815	'[y^3, x^2, y, x^3*y^3, x*y^3, 1]'	6
2816	'[x^3, y^2, y, x^3*y^3, x*y^3, 1]'	6
2817	'[y^3, y^2, y, x^3*y^3, x*y^3, 1]'	6
2818	'[x^2, y^2, y, x^3*y^3, x*y^3, 1]'	6
2819	'[x^3, x, y, x^3*y^3, x*y^3, 1]'	6
2820	'[y^3, x, y, x^3*y^3, x*y^3, 1]'	6
2821	'[x^2, x, y, x^3*y^3, x*y^3, 1]'	6
2822	'[y^2, x, y, x^3*y^3, x*y^3, 1]'	6
2823	'[x^3, y^3, x*y, x^3*y^3, x*y^3, 1]'	6
2824	'[x^3, x^2, x*y, x^3*y^3, x*y^3, 1]'	6
2825	'[y^3, x^2, x*y, x^3*y^3, x*y^3, 1]'	6
2826	'[x^3, y^2, x*y, x^3*y^3, x*y^3, 1]'	6
2827	'[y^3, y^2, x*y, x^3*y^3, x*y^3, 1]'	6
2828	'[x^2, y^2, x*y, x^3*y^3, x*y^3, 1]'	6
2829	'[x^3, x, x*y, x^3*y^3, x*y^3, 1]'	6
2830	'[y^3, x, x*y, x^3*y^3, x*y^3, 1]'	6
2831	'[x^2, x, x*y, x^3*y^3, x*y^3, 1]'	6
2832	'[y^2, x, x*y, x^3*y^3, x*y^3, 1]'	6
2833	'[x^3, y, x*y, x^3*y^3, x*y^3, 1]'	6
2834	'[y^3, y, x*y, x^3*y^3, x*y^3, 1]'	6
2835	'[x^2, y, x*y, x^3*y^3, x*y^3, 1]'	6
2836	'[y^2, y, x*y, x^3*y^3, x*y^3, 1]'	6
2837	'[x, y, x*y, x^3*y^3, x*y^3, 1]'	6
2838	'[x^3, y^3, x^2*y^2, x^3*y^3, x*y^3, 1]'	6
2839	'[x^3, x^2, x^2*y^2, x^3*y^3, x*y^3, 1]'	6
2840	'[y^3, x^2, x^2*y^2, x^3*y^3, x*y^3, 1]'	6
2841	'[x^3, y^2, x^2*y^2, x^3*y^3, x*y^3, 1]'	6
2842	'[y^3, y^2, x^2*y^2, x^3*y^3, x*y^3, 1]'	6
2843	'[x^2, y^2, x^2*y^2, x^3*y^3, x*y^3, 1]'	6
2844	'[x^3, x, x^2*y^2, x^3*y^3, x*y^3, 1]'	6
2845	'[y^3, x, x^2*y^2, x^3*y^3, x*y^3, 1]'	6
2846	'[x^2, x, x^2*y^2, x^3*y^3, x*y^3, 1]'	6
2847	'[y^2, x, x^2*y^2, x^3*y^3, x*y^3, 1]'	6
2848	'[x^3, y, x^2*y^2, x^3*y^3, x*y^3, 1]'	6
2849	'[y^3, y, x^2*y^2, x^3*y^3, x*y^3, 1]'	6
2850	'[x^2, y, x^2*y^2, x^3*y^3, x*y^3, 1]'	6
2851	'[y^2, y, x^2*y^2, x^3*y^3, x*y^3, 1]'	6
2852	'[x, y, x^2*y^2, x^3*y^3, x*y^3, 1]'	6
2853	'[x^3, x*y, x^2*y^2, x^3*y^3, x*y^3, 1]'	6
2854	'[y^3, x*y, x^2*y^2, x^3*y^3, x*y^3, 1]'	6
2855	'[x^2, x*y, x^2*y^2, x^3*y^3, x*y^3, 1]'	6
2856	'[y^2, x*y, x^2*y^2, x^3*y^3, x*y^3, 1]'	6
2857	'[x, x*y, x^2*y^2, x^3*y^3, x*y^3, 1]'	6
2858	'[y, x*y, x^2*y^2, x^3*y^3, x*y^3, 1]'	6
2859	'[x^3, y^3, x^2, x^2*y, x*y^3, 1]'	6
2860	'[x^3, y^3, y^2, x^2*y, x*y^3, 1]'	6
2861	'[x^3, x^2, y^2, x^2*y, x*y^3, 1]'	6
2862	'[y^3, x^2, y^2, x^2*y, x*y^3, 1]'	6
2863	'[x^3, y^3, x, x^2*y, x*y^3, 1]'	6
2864	'[x^3, x^2, x, x^2*y, x*y^3, 1]'	6
2865	'[y^3, x^2, x, x^2*y, x*y^3, 1]'	6
2866	'[x^3, y^2, x, x^2*y, x*y^3, 1]'	6
2867	'[y^3, y^2, x, x^2*y, x*y^3, 1]'	6
2868	'[x^2, y^2, x, x^2*y, x*y^3, 1]'	6
2869	'[x^3, y^3, y, x^2*y, x*y^3, 1]'	6
2870	'[x^3, x^2, y, x^2*y, x*y^3, 1]'	6
2871	'[y^3, x^2, y, x^2*y, x*y^3, 1]'	6
2872	'[x^3, y^2, y, x^2*y, x*y^3, 1]'	6
2873	'[y^3, y^2, y, x^2*y, x*y^3, 1]'	6
2874	'[x^2, y^2, y, x^2*y, x*y^3, 1]'	6
2875	'[x^3, x, y, x^2*y, x*y^3, 1]'	6
2876	'[y^3, x, y, x^2*y, x*y^3, 1]'	6
2877	'[x^2, x, y, x^2*y, x*y^3, 1]'	6
2878	'[y^2, x, y, x^2*y, x*y^3, 1]'	6
2879	'[x^3, y^3, x*y, x^2*y, x*y^3, 1]'	6
2880	'[x^3, x^2, x*y, x^2*y, x*y^3, 1]'	6
2881	'[y^3, x^2, x*y, x^2*y, x*y^3, 1]'	6
2882	'[x^3, y^2, x*y, x^2*y, x*y^3, 1]'	6
2883	'[y^3, y^2, x*y, x^2*y, x*y^3, 1]'	6
2884	'[x^2, y^2, x*y, x^2*y, x*y^3, 1]'	6
2885	'[x^3, x, x*y, x^2*y, x*y^3, 1]'	6
2886	'[y^3, x, x*y, x^2*y, x*y^3, 1]'	6
2887	'[x^2, x, x*y, x^2*y, x*y^3, 1]'	6
2888	'[y^2, x, x*y, x^2*y, x*y^3, 1]'	6
2889	'[x^3, y, x*y, x^2*y, x*y^3, 1]'	6
2890	'[y^3, y, x*y, x^2*y, x*y^3, 1]'	6
2891	'[x^2, y, x*y, x^2*y, x*y^3, 1]'	6
2892	'[y^2, y, x*y, x^2*y, x*y^3, 1]'	6
2893	'[x, y, x*y, x^2*y, x*y^3, 1]'	6
2894	'[x^3, y^3, x^2*y^2, x^2*y, x*y^3, 1]'	6
2895	'[x^3, x^2, x^2*y^2, x^2*y, x*y^3, 1]'	6
2896	'[y^3, x^2, x^2*y^2, x^2*y, x*y^3, 1]'	6
2897	'[x^3, y^2, x^2*y^2, x^2*y, x*y^3, 1]'	6
2898	'[y^3, y^2, x^2*y^2, x^2*y, x*y^3, 1]'	6
2899	'[x^2, y^2, x^2*y^2, x^2*y, x*y^3, 1]'	6
2900	'[x^3, x, x^2*y^2, x^2*y, x*y^3, 1]'	6
2901	'[y^3, x, x^2*y^2, x^2*y, x*y^3, 1]'	6
2902	'[x^2, x, x^2*y^2, x^2*y, x*y^3, 1]'	6
2903	'[y^2, x, x^2*y^2, x^2*y, x*y^3, 1]'	6
2904	'[x^3, y, x^2*y^2, x^2*y, x*y^3, 1]'	6
2905	'[y^3, y, x^2*y^2, x^2*y, x*y^3, 1]'	6
2906	'[x^2, y, x^2*y^2, x^2*y, x*y^3, 1]'	6
2907	'[y^2, y, x^2*y^2, x^2*y, x*y^3, 1]'	6
2908	'[x, y, x^2*y^2, x^2*y, x*y^3, 1]'	6
2909	'[x^3, x*y, x^2*y^2, x^2*y, x*y^3, 1]'	6
2910	'[y^3, x*y, x^2*y^2, x^2*y, x*y^3, 1]'	6
2911	'[x^2, x*y, x^2*y^2, x^2*y, x*y^3, 1]'	6
2912	'[y^2, x*y, x^2*y^2, x^2*y, x*y^3, 1]'	6
2913	'[x, x*y, x^2*y^2, x^2*y, x*y^3, 1]'	6
2914	'[y, x*y, x^2*y^2, x^2*y, x*y^3, 1]'	6
2915	'[x^3, y^3, x^3*y^3, x^2*y, x*y^3, 1]'	6
2916	'[x^3, x^2, x^3*y^3, x^2*y, x*y^3, 1]'	6
2917	'[y^3, x^2, x^3*y^3, x^2*y, x*y^3, 1]'	6
2918	'[x^3, y^2, x^3*y^3, x^2*y, x*y^3, 1]'	6
2919	'[y^3, y^2, x^3*y^3, x^2*y, x*y^3, 1]'	6
2920	'[x^2, y^2, x^3*y^3, x^2*y, x*y^3, 1]'	6
2921	'[x^3, x, x^3*y^3, x^2*y, x*y^3, 1]'	6
2922	'[y^3, x, x^3*y^3, x^2*y, x*y^3, 1]'	6
2923	'[x^2, x, x^3*y^3, x^2*y, x*y^3, 1]'	6
2924	'[y^2, x, x^3*y^3, x^2*y, x*y^3, 1]'	6
2925	'[x^3, y, x^3*y^3, x^2*y, x*y^3, 1]'	6
2926	'[y^3, y, x^3*y^3, x^2*y, x*y^3, 1]'	6
2927	'[x^2, y, x^3*y^3, x^2*y, x*y^3, 1]'	6
2928	'[y^2, y, x^3*y^3, x^2*y, x*y^3, 1]'	6
2929	'[x, y, x^3*y^3, x^2*y, x*y^3, 1]'	6
2930	'[x^3, x*y, x^3*y^3, x^2*y, x*y^3, 1]'	6
2931	'[y^3, x*y, x^3*y^3, x^2*y, x*y^3, 1]'	6
2932	'[x^2, x*y, x^3*y^3, x^2*y, x*y^3, 1]'	6
2933	'[y^2, x*y, x^3*y^3, x^2*y, x*y^3, 1]'	6
2934	'[x, x*y, x^3*y^3, x^2*y, x*y^3, 1]'	6
2935	'[y, x*y, x^3*y^3, x^2*y, x*y^3, 1]'	6
2936	'[x^3, x^2*y^2, x^3*y^3, x^2*y, x*y^3, 1]'	6
2937	'[y^3, x^2*y^2, x^3*y^3, x^2*y, x*y^3, 1]'	6
2938	'[x^2, x^2*y^2, x^3*y^3, x^2*y, x*y^3, 1]'	6
2939	'[y^2, x^2*y^2, x^3*y^3, x^2*y, x*y^3, 1]'	6
2940	'[x, x^2*y^2, x^3*y^3, x^2*y, x*y^3, 1]'	6
2941	'[y, x^2*y^2, x^3*y^3, x^2*y, x*y^3, 1]'	6
2942	'[x*y, x^2*y^2, x^3*y^3, x^2*y, x*y^3, 1]'	6
2943	'[x^3, y^3, x^2, x^3*y, x*y^3, 1]'	6
2944	'[x^3, y^3, y^2, x^3*y, x*y^3, 1]'	6
2945	'[x^3, x^2, y^2, x^3*y, x*y^3, 1]'	6
2946	'[y^3, x^2, y^2, x^3*y, x*y^3, 1]'	6
2947	'[x^3, y^3, x, x^3*y, x*y^3, 1]'	6
2948	'[x^3, x^2, x, x^3*y, x*y^3, 1]'	6
2949	'[y^3, x^2, x, x^3*y, x*y^3, 1]'	6
2950	'[x^3, y^2, x, x^3*y, x*y^3, 1]'	6
2951	'[y^3, y^2, x, x^3*y, x*y^3, 1]'	6
2952	'[x^2, y^2, x, x^3*y, x*y^3, 1]'	6
2953	'[x^3, y^3, y, x^3*y, x*y^3, 1]'	6
2954	'[x^3, x^2, y, x^3*y, x*y^3, 1]'	6
2955	'[y^3, x^2, y, x^3*y, x*y^3, 1]'	6
2956	'[x^3, y^2, y, x^3*y, x*y^3, 1]'	6
2957	'[y^3, y^2, y, x^3*y, x*y^3, 1]'	6
2958	'[x^2, y^2, y, x^3*y, x*y^3, 1]'	6
2959	'[x^3, x, y, x^3*y, x*y^3, 1]'	6
2960	'[y^3, x, y, x^3*y, x*y^3, 1]'	6
2961	'[x^2, x, y, x^3*y, x*y^3, 1]'	6
2962	'[y^2, x, y, x^3*y, x*y^3, 1]'	6
2963	'[x^3, y^3, x*y, x^3*y, x*y^3, 1]'	6
2964	'[x^3, x^2, x*y, x^3*y, x*y^3, 1]'	6
2965	'[y^3, x^2, x*y, x^3*y, x*y^3, 1]'	6
2966	'[x^3, y^2, x*y, x^3*y, x*y^3, 1]'	6
2967	'[y^3, y^2, x*y, x^3*y, x*y^3, 1]'	6
2968	'[x^2, y^2, x*y, x^3*y, x*y^3, 1]'	6
2969	'[x^3, x, x*y, x^3*y, x*y^3, 1]'	6
2970	'[y^3, x, x*y, x^3*y, x*y^3, 1]'	6
2971	'[x^2, x, x*y, x^3*y, x*y^3, 1]'	6
2972	'[y^2, x, x*y, x^3*y, x*y^3, 1]'	6
2973	'[x^3, y, x*y, x^3*y, x*y^3, 1]'	6
2974	'[y^3, y, x*y, x^3*y, x*y^3, 1]'	6
2975	'[x^2, y, x*y, x^3*y, x*y^3, 1]'	6
2976	'[y^2, y, x*y, x^3*y, x*y^3, 1]'	6
2977	'[x, y, x*y, x^3*y, x*y^3, 1]'	6
2978	'[x^3, y^3, x^2*y^2, x^3*y, x*y^3, 1]'	6
2979	'[x^3, x^2, x^2*y^2, x^3*y, x*y^3, 1]'	6
2980	'[y^3, x^2, x^2*y^2, x^3*y, x*y^3, 1]'	6
2981	'[x^3, y^2, x^2*y^2, x^3*y, x*y^3, 1]'	6
2982	'[y^3, y^2, x^2*y^2, x^3*y, x*y^3, 1]'	6
2983	'[x^2, y^2, x^2*y^2, x^3*y, x*y^3, 1]'	6
2984	'[x^3, x, x^2*y^2, x^3*y, x*y^3, 1]'	6
2985	'[y^3, x, x^2*y^2, x^3*y, x*y^3, 1]'	6
2986	'[x^2, x, x^2*y^2, x^3*y, x*y^3, 1]'	6
2987	'[y^2, x, x^2*y^2, x^3*y, x*y^3, 1]'	6
2988	'[x^3, y, x^2*y^2, x^3*y, x*y^3, 1]'	6
2989	'[y^3, y, x^2*y^2, x^3*y, x*y^3, 1]'	6
2990	'[x^2, y, x^2*y^2, x^3*y, x*y^3, 1]'	6
2991	'[y^2, y, x^2*y^2, x^3*y, x*y^3, 1]'	6
2992	'[x, y, x^2*y^2, x^3*y, x*y^3, 1]'	6
2993	'[x^3, x*y, x^2*y^2, x^3*y, x*y^3, 1]'	6
2994	'[y^3, x*y, x^2*y^2, x^3*y, x*y^3, 1]'	6
2995	'[x^2, x*y, x^2*y^2, x^3*y, x*y^3, 1]'	6
2996	'[y^2, x*y, x^2*y^2, x^3*y, x*y^3, 1]'	6
2997	'[x, x*y, x^2*y^2, x^3*y, x*y^3, 1]'	6
2998	'[y, x*y, x^2*y^2, x^3*y, x*y^3, 1]'	6
2999	'[x^3, y^3, x^3*y^3, x^3*y, x*y^3, 1]'	6
3000	'[x^3, x^2, x^3*y^3, x^3*y, x*y^3, 1]'	6
3001	'[y^3, x^2, x^3*y^3, x^3*y, x*y^3, 1]'	6
3002	'[x^3, y^2, x^3*y^3, x^3*y, x*y^3, 1]'	6
3003	'[y^3, y^2, x^3*y^3, x^3*y, x*y^3, 1]'	6
3004	'[x^2, y^2, x^3*y^3, x^3*y, x*y^3, 1]'	6
3005	'[x^3, x, x^3*y^3, x^3*y, x*y^3, 1]'	6
3006	'[y^3, x, x^3*y^3, x^3*y, x*y^3, 1]'	6
3007	'[x^2, x, x^3*y^3, x^3*y, x*y^3, 1]'	6
3008	'[y^2, x, x^3*y^3, x^3*y, x*y^3, 1]'	6
3009	'[x^3, y, x^3*y^3, x^3*y, x*y^3, 1]'	6
3010	'[y^3, y, x^3*y^3, x^3*y, x*y^3, 1]'	6
3011	'[x^2, y, x^3*y^3, x^3*y, x*y^3, 1]'	6
3012	'[y^2, y, x^3*y^3, x^3*y, x*y^3, 1]'	6
3013	'[x, y, x^3*y^3, x^3*y, x*y^3, 1]'	6
3014	'[x^3, x*y, x^3*y^3, x^3*y, x*y^3, 1]'	6
3015	'[y^3, x*y, x^3*y^3, x^3*y, x*y^3, 1]'	6
3016	'[x^2, x*y, x^3*y^3, x^3*y, x*y^3, 1]'	6
3017	'[y^2, x*y, x^3*y^3, x^3*y, x*y^3, 1]'	6
3018	'[x, x*y, x^3*y^3, x^3*y, x*y^3, 1]'	6
3019	'[y, x*y, x^3*y^3, x^3*y, x*y^3, 1]'	6
3020	'[x^3, x^2*y^2, x^3*y^3, x^3*y, x*y^3, 1]'	6
3021	'[y^3, x^2*y^2, x^3*y^3, x^3*y, x*y^3, 1]'	6
3022	'[x^2, x^2*y^2, x^3*y^3, x^3*y, x*y^3, 1]'	6
3023	'[y^2, x^2*y^2, x^3*y^3, x^3*y, x*y^3, 1]'	6
3024	'[x, x^2*y^2, x^3*y^3, x^3*y, x*y^3, 1]'	6
3025	'[y, x^2*y^2, x^3*y^3, x^3*y, x*y^3, 1]'	6
3026	'[x*y, x^2*y^2, x^3*y^3, x^3*y, x*y^3, 1]'	6
3027	'[x^3, y^3, x^2*y, x^3*y, x*y^3, 1]'	6
3028	'[x^3, x^2, x^2*y, x^3*y, x*y^3, 1]'	6
3029	'[y^3, x^2, x^2*y, x^3*y, x*y^3, 1]'	6
3030	'[x^3, y^2, x^2*y, x^3*y, x*y^3, 1]'	6
3031	'[y^3, y^2, x^2*y, x^3*y, x*y^3, 1]'	6
3032	'[x^2, y^2, x^2*y, x^3*y, x*y^3, 1]'	6
3033	'[x^3, x, x^2*y, x^3*y, x*y^3, 1]'	6
3034	'[y^3, x, x^2*y, x^3*y, x*y^3, 1]'	6
3035	'[x^2, x, x^2*y, x^3*y, x*y^3, 1]'	6
3036	'[y^2, x, x^2*y, x^3*y, x*y^3, 1]'	6
3037	'[x^3, y, x^2*y, x^3*y, x*y^3, 1]'	6
3038	'[y^3, y, x^2*y, x^3*y, x*y^3, 1]'	6
3039	'[x^2, y, x^2*y, x^3*y, x*y^3, 1]'	6
3040	'[y^2, y, x^2*y, x^3*y, x*y^3, 1]'	6
3041	'[x, y, x^2*y, x^3*y, x*y^3, 1]'	6
3042	'[x^3, x*y, x^2*y, x^3*y, x*y^3, 1]'	6
3043	'[y^3, x*y, x^2*y, x^3*y, x*y^3, 1]'	6
3044	'[x^2, x*y, x^2*y, x^3*y, x*y^3, 1]'	6
3045	'[y^2, x*y, x^2*y, x^3*y, x*y^3, 1]'	6
3046	'[x, x*y, x^2*y, x^3*y, x*y^3, 1]'	6
3047	'[y, x*y, x^2*y, x^3*y, x*y^3, 1]'	6
3048	'[x^3, x^2*y^2, x^2*y, x^3*y, x*y^3, 1]'	6
3049	'[y^3, x^2*y^2, x^2*y, x^3*y, x*y^3, 1]'	6
3050	'[x^2, x^2*y^2, x^2*y, x^3*y, x*y^3, 1]'	6
3051	'[y^2, x^2*y^2, x^2*y, x^3*y, x*y^3, 1]'	6
3052	'[x, x^2*y^2, x^2*y, x^3*y, x*y^3, 1]'	6
3053	'[y, x^2*y^2, x^2*y, x^3*y, x*y^3, 1]'	6
3054	'[x*y, x^2*y^2, x^2*y, x^3*y, x*y^3, 1]'	6
3055	'[x^3, x^3*y^3, x^2*y, x^3*y, x*y^3, 1]'	6
3056	'[y^3, x^3*y^3, x^2*y, x^3*y, x*y^3, 1]'	6
3057	'[x^2, x^3*y^3, x^2*y, x^3*y, x*y^3, 1]'	6
3058	'[y^2, x^3*y^3, x^2*y, x^3*y, x*y^3, 1]'	6
3059	'[x, x^3*y^3, x^2*y, x^3*y, x*y^3, 1]'	6
3060	'[y, x^3*y^3, x^2*y, x^3*y, x*y^3, 1]'	6
3061	'[x*y, x^3*y^3, x^2*y, x^3*y, x*y^3, 1]'	6
3062	'[x^2*y^2, x^3*y^3, x^2*y, x^3*y, x*y^3, 1]'	6
3063	'[x^3, y^3, x^2, x*y^2, x*y^3, 1]'	6
3064	'[x^3, y^3, y^2, x*y^2, x*y^3, 1]'	6
3065	'[x^3, x^2, y^2, x*y^2, x*y^3, 1]'	6
3066	'[y^3, x^2, y^2, x*y^2, x*y^3, 1]'	6
3067	'[x^3, y^3, x, x*y^2, x*y^3, 1]'	6
3068	'[x^3, x^2, x, x*y^2, x*y^3, 1]'	6
3069	'[y^3, x^2, x, x*y^2, x*y^3, 1]'	6
3070	'[x^3, y^2, x, x*y^2, x*y^3, 1]'	6
3071	'[y^3, y^2, x, x*y^2, x*y^3, 1]'	6
3072	'[x^2, y^2, x, x*y^2, x*y^3, 1]'	6
3073	'[x^3, y^3, y, x*y^2, x*y^3, 1]'	6
3074	'[x^3, x^2, y, x*y^2, x*y^3, 1]'	6
3075	'[y^3, x^2, y, x*y^2, x*y^3, 1]'	6
3076	'[x^3, y^2, y, x*y^2, x*y^3, 1]'	6
3077	'[y^3, y^2, y, x*y^2, x*y^3, 1]'	6
3078	'[x^2, y^2, y, x*y^2, x*y^3, 1]'	6
3079	'[x^3, x, y, x*y^2, x*y^3, 1]'	6
3080	'[y^3, x, y, x*y^2, x*y^3, 1]'	6
3081	'[x^2, x, y, x*y^2, x*y^3, 1]'	6
3082	'[y^2, x, y, x*y^2, x*y^3, 1]'	6
3083	'[x^3, y^3, x*y, x*y^2, x*y^3, 1]'	6
3084	'[x^3, x^2, x*y, x*y^2, x*y^3, 1]'	6
3085	'[y^3, x^2, x*y, x*y^2, x*y^3, 1]'	6
3086	'[x^3, y^2, x*y, x*y^2, x*y^3, 1]'	6
3087	'[y^3, y^2, x*y, x*y^2, x*y^3, 1]'	6
3088	'[x^2, y^2, x*y, x*y^2, x*y^3, 1]'	6
3089	'[x^3, x, x*y, x*y^2, x*y^3, 1]'	6
3090	'[y^3, x, x*y, x*y^2, x*y^3, 1]'	6
3091	'[x^2, x, x*y, x*y^2, x*y^3, 1]'	6
3092	'[y^2, x, x*y, x*y^2, x*y^3, 1]'	6
3093	'[x^3, y, x*y, x*y^2, x*y^3, 1]'	6
3094	'[y^3, y, x*y, x*y^2, x*y^3, 1]'	6
3095	'[x^2, y, x*y, x*y^2, x*y^3, 1]'	6
3096	'[y^2, y, x*y, x*y^2, x*y^3, 1]'	6
3097	'[x, y, x*y, x*y^2, x*y^3, 1]'	6
3098	'[x^3, y^3, x^2*y^2, x*y^2, x*y^3, 1]'	6
3099	'[x^3, x^2, x^2*y^2, x*y^2, x*y^3, 1]'	6
3100	'[y^3, x^2, x^2*y^2, x*y^2, x*y^3, 1]'	6
3101	'[x^3, y^2, x^2*y^2, x*y^2, x*y^3, 1]'	6
3102	'[y^3, y^2, x^2*y^2, x*y^2, x*y^3, 1]'	6
3103	'[x^2, y^2, x^2*y^2, x*y^2, x*y^3, 1]'	6
3104	'[x^3, x, x^2*y^2, x*y^2, x*y^3, 1]'	6
3105	'[y^3, x, x^2*y^2, x*y^2, x*y^3, 1]'	6
3106	'[x^2, x, x^2*y^2, x*y^2, x*y^3, 1]'	6
3107	'[y^2, x, x^2*y^2, x*y^2, x*y^3, 1]'	6
3108	'[x^3, y, x^2*y^2, x*y^2, x*y^3, 1]'	6
3109	'[y^3, y, x^2*y^2, x*y^2, x*y^3, 1]'	6
3110	'[x^2, y, x^2*y^2, x*y^2, x*y^3, 1]'	6
3111	'[y^2, y, x^2*y^2, x*y^2, x*y^3, 1]'	6
3112	'[x, y, x^2*y^2, x*y^2, x*y^3, 1]'	6
3113	'[x^3, x*y, x^2*y^2, x*y^2, x*y^3, 1]'	6
3114	'[y^3, x*y, x^2*y^2, x*y^2, x*y^3, 1]'	6
3115	'[x^2, x*y, x^2*y^2, x*y^2, x*y^3, 1]'	6
3116	'[y^2, x*y, x^2*y^2, x*y^2, x*y^3, 1]'	6
3117	'[x, x*y, x^2*y^2, x*y^2, x*y^3, 1]'	6
3118	'[y, x*y, x^2*y^2, x*y^2, x*y^3, 1]'	6
3119	'[x^3, y^3, x^3*y^3, x*y^2, x*y^3, 1]'	6
3120	'[x^3, x^2, x^3*y^3, x*y^2, x*y^3, 1]'	6
3121	'[y^3, x^2, x^3*y^3, x*y^2, x*y^3, 1]'	6
3122	'[x^3, y^2, x^3*y^3, x*y^2, x*y^3, 1]'	6
3123	'[y^3, y^2, x^3*y^3, x*y^2, x*y^3, 1]'	6
3124	'[x^2, y^2, x^3*y^3, x*y^2, x*y^3, 1]'	6
3125	'[x^3, x, x^3*y^3, x*y^2, x*y^3, 1]'	6
3126	'[y^3, x, x^3*y^3, x*y^2, x*y^3, 1]'	6
3127	'[x^2, x, x^3*y^3, x*y^2, x*y^3, 1]'	6
3128	'[y^2, x, x^3*y^3, x*y^2, x*y^3, 1]'	6
3129	'[x^3, y, x^3*y^3, x*y^2, x*y^3, 1]'	6
3130	'[y^3, y, x^3*y^3, x*y^2, x*y^3, 1]'	6
3131	'[x^2, y, x^3*y^3, x*y^2, x*y^3, 1]'	6
3132	'[y^2, y, x^3*y^3, x*y^2, x*y^3, 1]'	6
3133	'[x, y, x^3*y^3, x*y^2, x*y^3, 1]'	6
3134	'[x^3, x*y, x^3*y^3, x*y^2, x*y^3, 1]'	6
3135	'[y^3, x*y, x^3*y^3, x*y^2, x*y^3, 1]'	6
3136	'[x^2, x*y, x^3*y^3, x*y^2, x*y^3, 1]'	6
3137	'[y^2, x*y, x^3*y^3, x*y^2, x*y^3, 1]'	6
3138	'[x, x*y, x^3*y^3, x*y^2, x*y^3, 1]'	6
3139	'[y, x*y, x^3*y^3, x*y^2, x*y^3, 1]'	6
3140	'[x^3, x^2*y^2, x^3*y^3, x*y^2, x*y^3, 1]'	6
3141	'[y^3, x^2*y^2, x^3*y^3, x*y^2, x*y^3, 1]'	6
3142	'[x^2, x^2*y^2, x^3*y^3, x*y^2, x*y^3, 1]'	6
3143	'[y^2, x^2*y^2, x^3*y^3, x*y^2, x*y^3, 1]'	6
3144	'[x, x^2*y^2, x^3*y^3, x*y^2, x*y^3, 1]'	6
3145	'[y, x^2*y^2, x^3*y^3, x*y^2, x*y^3, 1]'	6
3146	'[x*y, x^2*y^2, x^3*y^3, x*y^2, x*y^3, 1]'	6
3147	'[x^3, y^3, x^2*y, x*y^2, x*y^3, 1]'	6
3148	'[x^3, x^2, x^2*y, x*y^2, x*y^3, 1]'	6
3149	'[y^3, x^2, x^2*y, x*y^2, x*y^3, 1]'	6
3150	'[x^3, y^2, x^2*y, x*y^2, x*y^3, 1]'	6
3151	'[y^3, y^2, x^2*y, x*y^2, x*y^3, 1]'	6
3152	'[x^2, y^2, x^2*y, x*y^2, x*y^3, 1]'	6
3153	'[x^3, x, x^2*y, x*y^2, x*y^3, 1]'	6
3154	'[y^3, x, x^2*y, x*y^2, x*y^3, 1]'	6
3155	'[x^2, x, x^2*y, x*y^2, x*y^3, 1]'	6
3156	'[y^2, x, x^2*y, x*y^2, x*y^3, 1]'	6
3157	'[x^3, y, x^2*y, x*y^2, x*y^3, 1]'	6
3158	'[y^3, y, x^2*y, x*y^2, x*y^3, 1]'	6
3159	'[x^2, y, x^2*y, x*y^2, x*y^3, 1]'	6
3160	'[y^2, y, x^2*y, x*y^2, x*y^3, 1]'	6
3161	'[x, y, x^2*y, x*y^2, x*y^3, 1]'	6
3162	'[x^3, x*y, x^2*y, x*y^2, x*y^3, 1]'	6
3163	'[y^3, x*y, x^2*y, x*y^2, x*y^3, 1]'	6
3164	'[x^2, x*y, x^2*y, x*y^2, x*y^3, 1]'	6
3165	'[y^2, x*y, x^2*y, x*y^2, x*y^3, 1]'	6
3166	'[x, x*y, x^2*y, x*y^2, x*y^3, 1]'	6
3167	'[y, x*y, x^2*y, x*y^2, x*y^3, 1]'	6
3168	'[x^3, x^2*y^2, x^2*y, x*y^2, x*y^3, 1]'	6
3169	'[y^3, x^2*y^2, x^2*y, x*y^2, x*y^3, 1]'	6
3170	'[x^2, x^2*y^2, x^2*y, x*y^2, x*y^3, 1]'	6
3171	'[y^2, x^2*y^2, x^2*y, x*y^2, x*y^3, 1]'	6
3172	'[x, x^2*y^2, x^2*y, x*y^2, x*y^3, 1]'	6
3173	'[y, x^2*y^2, x^2*y, x*y^2, x*y^3, 1]'	6
3174	'[x*y, x^2*y^2, x^2*y, x*y^2, x*y^3, 1]'	6
3175	'[x^3, x^3*y^3, x^2*y, x*y^2, x*y^3, 1]'	6
3176	'[y^3, x^3*y^3, x^2*y, x*y^2, x*y^3, 1]'	6
3177	'[x^2, x^3*y^3, x^2*y, x*y^2, x*y^3, 1]'	6
3178	'[y^2, x^3*y^3, x^2*y, x*y^2, x*y^3, 1]'	6
