Participant,x,y,x0,y0,CalPoint
9,640,220,423,820,2
9,640,220,722,370,2
9,640,220,730,365,2
9,640,220,730,357,2
9,640,220,725,373,2
9,640,220,793,278,2
9,640,220,797,262,2
9,640,220,799,273,2
9,640,220,802,284,2
9,640,220,809,270,2
9,640,220,800,265,2
9,640,220,789,275,2
9,640,220,798,264,2
9,640,220,800,270,2
9,640,220,799,273,2
9,640,220,792,265,2
9,640,220,801,271,2
9,640,220,795,270,2
9,640,220,802,272,2
9,640,220,799,265,2
9,640,220,803,277,2
9,640,220,798,288,2
9,640,220,795,275,2
9,640,220,811,263,2
9,640,220,796,275,2
9,640,220,805,274,2
9,640,220,824,266,2
9,640,220,825,258,2
9,640,220,825,256,2
9,640,220,824,255,2
9,640,220,821,246,2
9,640,220,823,269,2
9,640,220,824,272,2
9,640,220,824,249,2
9,640,220,824,269,2
9,640,220,822,265,2
9,640,220,827,266,2
9,640,220,823,262,2
9,640,220,823,265,2
9,640,220,821,265,2
9,640,220,824,268,2
9,640,220,828,267,2
9,640,220,830,267,2
9,640,220,820,276,2
9,640,220,821,266,2
9,640,220,818,286,2
9,640,220,819,267,2
9,640,220,819,266,2
9,640,220,828,264,2
9,640,220,816,254,2
9,640,220,832,265,2
9,640,220,833,268,2
9,640,220,832,267,2
9,640,220,826,275,2
9,640,220,815,274,2
9,640,220,820,266,2
9,640,220,826,258,2
9,640,220,810,263,2
9,640,220,814,268,2
9,640,220,813,261,2
9,640,220,827,266,2
9,640,220,822,269,2
9,640,220,821,258,2
9,640,220,810,258,2
9,640,220,831,255,2
9,640,220,816,265,2
9,640,220,825,274,2
9,640,220,820,274,2
9,640,220,819,266,2
9,640,220,825,255,2
9,640,220,816,254,2
9,640,220,823,278,2
9,640,220,825,269,2
9,640,220,813,268,2
9,640,220,826,274,2
9,640,220,822,266,2
9,640,220,813,272,2
9,640,220,815,266,2
9,640,220,822,266,2
9,640,220,825,258,2
9,640,220,824,258,2
9,640,220,820,264,2
9,640,220,833,250,2
9,640,220,821,264,2
9,640,220,821,275,2
9,640,220,819,272,2
9,640,220,817,269,2
9,640,220,817,264,2
9,640,220,825,264,2
9,640,220,827,264,2
9,640,220,826,266,2
9,640,220,819,263,2
9,640,220,826,265,2
9,640,220,824,260,2
9,640,220,831,257,2
9,640,220,833,258,2
9,640,220,818,249,2
9,640,220,824,273,2
9,640,220,809,256,2
9,640,220,831,255,2
9,640,220,829,266,2
9,640,220,813,260,2
9,640,220,819,268,2
9,640,220,806,276,2
9,640,220,821,271,2
9,640,220,823,259,2
9,640,220,822,269,2
9,640,220,833,260,2
9,640,220,814,266,2
9,640,220,824,258,2
9,640,220,807,272,2
9,640,220,826,285,2
9,640,220,821,277,2
9,640,220,814,276,2
9,640,220,822,272,2
9,640,220,808,283,2
9,640,220,826,259,2
9,640,220,820,261,2
9,640,220,813,267,2
9,640,220,821,270,2
9,640,220,819,249,2
9,640,220,824,260,2
9,640,220,821,271,2
9,640,220,821,263,2
9,640,220,819,260,2
9,640,220,816,268,2
9,640,220,826,262,2
9,640,220,824,264,2
9,640,220,817,275,2
9,640,220,834,272,2
9,640,220,818,270,2
9,640,220,829,260,2
9,640,220,817,249,2
9,640,220,816,272,2
9,640,220,832,256,2
9,640,220,819,267,2
9,640,220,830,255,2
9,640,220,823,249,2
9,640,220,829,266,2
9,640,220,821,271,2
9,640,220,824,260,2
9,640,220,823,274,2
9,640,220,821,251,2
9,640,220,818,251,2
9,640,220,825,264,2
9,640,220,819,258,2
9,640,220,829,256,2
9,640,220,823,265,2
9,640,220,820,256,2
9,640,220,841,253,2
9,640,220,819,259,2
9,640,220,813,260,2
9,640,220,822,262,2
9,640,220,807,252,2
9,640,220,833,263,2
9,640,525,819,255,5
9,640,525,818,264,5
9,640,525,810,253,5
9,640,525,815,260,5
9,640,525,828,261,5
9,640,525,823,255,5
9,640,525,812,253,5
9,640,525,818,262,5
9,640,525,810,259,5
9,640,525,817,259,5
9,640,525,819,260,5
9,640,525,817,266,5
9,640,525,826,277,5
9,640,525,821,273,5
9,640,525,802,563,5
9,640,525,824,622,5
9,640,525,826,563,5
9,640,525,797,585,5
9,640,525,806,589,5
9,640,525,800,571,5
9,640,525,803,590,5
9,640,525,797,573,5
9,640,525,801,563,5
9,640,525,795,562,5
9,640,525,798,569,5
9,640,525,809,558,5
9,640,525,784,583,5
9,640,525,799,576,5
9,640,525,774,544,5
9,640,525,776,547,5
9,640,525,800,570,5
9,640,525,816,556,5
9,640,525,803,556,5
9,640,525,803,567,5
9,640,525,790,572,5
9,640,525,802,560,5
9,640,525,799,565,5
9,640,525,797,562,5
9,640,525,796,566,5
9,640,525,802,570,5
9,640,525,806,563,5
9,640,525,804,579,5
9,640,525,805,574,5
9,640,525,796,566,5
9,640,525,808,550,5
9,640,525,804,548,5
9,640,525,795,563,5
9,640,525,802,569,5
9,640,525,794,568,5
9,640,525,818,601,5
9,640,525,793,564,5
9,640,525,794,545,5
9,640,525,804,553,5
9,640,525,788,558,5
9,640,525,807,542,5
9,640,525,810,548,5
9,640,525,800,547,5
9,640,525,807,561,5
9,640,525,801,555,5
9,640,525,802,536,5
9,640,525,789,509,5
9,640,525,802,562,5
9,640,525,811,564,5
9,640,525,803,554,5
9,640,525,808,556,5
9,640,525,799,556,5
9,640,525,805,545,5
9,640,525,804,549,5
9,640,525,798,550,5
9,640,525,811,538,5
9,640,525,805,543,5
9,640,525,798,554,5
9,640,525,805,551,5
9,640,525,794,543,5
9,640,525,800,559,5
9,640,525,788,556,5
9,640,525,805,538,5
9,640,525,800,544,5
9,640,525,785,568,5
9,640,525,796,539,5
9,640,525,799,547,5
9,640,525,812,536,5
9,640,525,801,559,5
9,640,525,793,543,5
9,640,525,802,547,5
9,640,525,810,545,5
9,640,525,816,538,5
9,640,525,795,559,5
9,640,525,806,546,5
9,640,525,798,565,5
9,640,525,790,552,5
9,640,525,799,542,5
9,640,525,803,548,5
9,640,525,798,548,5
9,640,525,793,544,5
9,640,525,801,551,5
9,640,525,787,548,5
9,640,525,787,552,5
9,640,525,797,570,5
9,640,525,799,549,5
9,640,525,799,542,5
9,640,525,799,553,5
9,640,525,833,548,5
9,640,525,798,562,5
9,640,525,821,548,5
9,640,525,825,550,5
9,640,525,805,550,5
9,640,525,816,538,5
9,640,525,819,555,5
9,640,525,823,541,5
9,640,525,815,547,5
9,640,525,815,566,5
9,640,525,814,557,5
9,640,525,808,556,5
9,640,525,806,569,5
9,640,525,818,554,5
9,640,525,809,567,5
9,640,525,821,566,5
9,640,525,828,549,5
9,640,525,818,560,5
9,640,525,817,543,5
9,640,525,825,541,5
9,640,525,811,558,5
9,640,525,818,545,5
9,640,525,817,552,5
9,640,525,813,549,5
9,640,525,807,548,5
9,640,525,820,539,5
9,640,525,812,547,5
9,640,525,799,517,5
9,640,525,829,548,5
9,640,525,814,556,5
9,640,525,816,559,5
9,640,525,820,559,5
9,640,525,813,550,5
9,640,525,815,543,5
9,640,525,812,560,5
9,640,525,826,551,5
9,640,525,818,563,5
9,640,525,824,560,5
9,640,525,814,578,5
9,640,525,815,564,5
9,640,525,813,571,5
9,640,525,813,566,5
9,640,525,820,558,5
9,640,525,822,560,5
9,640,525,813,558,5
9,640,525,825,550,5
9,640,525,800,571,5
9,640,525,815,559,5
9,640,525,808,551,5
9,640,525,811,551,5
9,640,525,804,557,5
9,640,525,800,562,5
9,640,525,813,559,5
9,640,525,811,548,5
9,640,525,817,567,5
9,640,525,824,558,5
9,640,525,802,552,5
9,640,525,808,567,5
9,640,525,820,585,5
9,640,525,811,552,5
9,640,525,808,583,5
9,640,525,813,568,5
9,640,525,822,568,5
9,640,525,811,548,5
9,640,525,809,565,5
9,640,525,804,574,5
9,640,525,828,572,5
9,640,525,820,566,5
9,640,525,813,570,5
9,640,525,814,559,5
9,640,525,818,554,5
9,640,525,809,566,5
9,640,525,821,574,5
9,640,525,815,565,5
9,640,830,813,556,8
9,640,830,807,546,8
9,640,830,811,555,8
9,640,830,802,549,8
9,640,830,820,558,8
9,640,830,815,563,8
9,640,830,808,559,8
9,640,830,819,560,8
9,640,830,803,566,8
9,640,830,813,568,8
9,640,830,806,564,8
9,640,830,807,547,8
9,640,830,800,582,8
9,640,830,817,563,8
9,640,830,815,554,8
9,640,830,828,542,8
9,640,830,820,533,8
9,640,830,793,565,8
9,640,830,810,569,8
9,640,830,803,577,8
9,640,830,809,557,8
9,640,830,764,887,8
9,640,830,782,863,8
9,640,830,770,878,8
9,640,830,758,897,8
9,640,830,771,889,8
9,640,830,775,858,8
9,640,830,773,880,8
9,640,830,766,900,8
9,640,830,759,897,8
9,640,830,772,884,8
9,640,830,773,873,8
9,640,830,764,871,8
9,640,830,759,888,8
9,640,830,765,887,8
9,640,830,768,838,8
9,640,830,767,872,8
9,640,830,773,871,8
9,640,830,783,881,8
9,640,830,794,865,8
9,640,830,786,864,8
9,640,830,792,870,8
9,640,830,799,876,8
9,640,830,794,870,8
9,640,830,791,875,8
9,640,830,800,858,8
9,640,830,782,871,8
9,640,830,805,870,8
9,640,830,802,841,8
9,640,830,811,844,8
9,640,830,797,847,8
9,640,830,786,889,8
9,640,830,774,882,8
9,640,830,780,871,8
9,640,830,796,870,8
9,640,830,777,880,8
9,640,830,791,854,8
9,640,830,794,860,8
9,640,830,795,856,8
9,640,830,790,871,8
9,640,830,795,881,8
9,640,830,788,844,8
9,640,830,780,874,8
9,640,830,789,856,8
9,640,830,783,876,8
9,640,830,790,865,8
9,640,830,789,885,8
9,640,830,783,871,8
9,640,830,792,859,8
9,640,830,788,843,8
9,640,830,769,836,8
9,640,830,771,825,8
9,640,830,770,862,8
9,640,830,772,844,8
9,640,830,783,835,8
9,640,830,789,836,8
9,640,830,788,830,8
9,640,830,781,848,8
9,640,830,772,865,8
9,640,830,798,813,8
9,640,830,764,851,8
9,640,830,784,846,8
9,640,830,771,843,8
9,640,830,781,847,8
9,640,830,777,845,8
9,640,830,778,844,8
9,640,830,795,822,8
9,640,830,784,840,8
9,640,830,781,855,8
9,640,830,791,853,8
9,640,830,772,842,8
9,640,830,798,833,8
9,640,830,781,845,8
9,640,830,772,871,8
9,640,830,779,863,8
9,640,830,776,864,8
9,640,830,791,818,8
9,640,830,784,861,8
9,640,830,767,848,8
9,640,830,776,869,8
9,640,830,779,865,8
9,640,830,786,856,8
9,640,830,792,849,8
9,640,830,771,862,8
9,640,830,803,833,8
9,640,830,788,855,8
9,640,830,783,852,8
9,640,830,779,858,8
9,640,830,777,857,8
9,640,830,777,856,8
9,640,830,762,871,8
9,640,830,778,878,8
9,640,830,810,875,8
9,640,830,827,875,8
9,640,830,816,869,8
9,640,830,820,841,8
9,640,830,828,858,8
9,640,830,797,877,8
9,640,830,796,882,8
9,640,830,817,853,8
9,640,830,811,866,8
9,640,830,819,858,8
9,640,830,831,847,8
9,640,830,821,869,8
9,640,830,800,859,8
9,640,830,837,845,8
9,640,830,829,857,8
9,640,830,803,872,8
9,640,830,801,886,8
9,640,830,807,873,8
9,640,830,820,859,8
9,640,830,804,879,8
9,640,830,817,879,8
9,640,830,811,930,8
9,640,830,820,851,8
9,640,830,801,857,8
9,640,830,771,881,8
9,640,830,789,834,8
9,640,830,806,839,8
9,640,830,786,858,8
9,640,830,789,866,8
9,640,830,791,853,8
9,640,830,800,861,8
9,640,830,804,860,8
9,640,830,804,848,8
9,640,830,802,855,8
9,640,830,790,891,8
9,640,830,787,858,8
9,640,830,780,877,8
9,640,830,804,879,8
9,640,830,797,878,8
9,640,830,775,881,8
9,640,830,788,869,8
9,640,830,794,857,8
9,640,830,792,867,8
9,640,830,792,869,8
9,640,830,787,877,8
9,640,830,792,865,8
9,640,830,793,866,8
9,1030,220,788,876,3
9,1030,220,785,861,3
9,1030,220,770,894,3
9,1030,220,782,871,3
9,1030,220,791,864,3
9,1030,220,794,868,3
9,1030,220,802,865,3
9,1030,220,778,877,3
9,1030,220,768,871,3
9,1030,220,768,865,3
9,1030,220,785,872,3
9,1030,220,796,862,3
9,1030,220,777,887,3
9,1030,220,797,855,3
9,1030,220,805,860,3
9,1030,220,1145,335,3
9,1030,220,1136,346,3
9,1030,220,1151,343,3
9,1030,220,1150,345,3
9,1030,220,1199,263,3
9,1030,220,1213,249,3
9,1030,220,1207,246,3
9,1030,220,1221,220,3
9,1030,220,1218,213,3
9,1030,220,1213,227,3
9,1030,220,1212,254,3
9,1030,220,1202,253,3
9,1030,220,1196,250,3
9,1030,220,1206,252,3
9,1030,220,1208,246,3
9,1030,220,1207,242,3
9,1030,220,1206,230,3
9,1030,220,1203,256,3
9,1030,220,1204,260,3
9,1030,220,1218,255,3
9,1030,220,1202,254,3
9,1030,220,1202,251,3
9,1030,220,1200,263,3
9,1030,220,1207,251,3
9,1030,220,1206,252,3
9,1030,220,1202,257,3
9,1030,220,1201,246,3
9,1030,220,1210,259,3
9,1030,220,1201,264,3
9,1030,220,1195,264,3
9,1030,220,1220,262,3
9,1030,220,1196,261,3
9,1030,220,1203,256,3
9,1030,220,1208,255,3
9,1030,220,1208,266,3
9,1030,220,1206,263,3
9,1030,220,1213,257,3
9,1030,220,1211,252,3
9,1030,220,1212,254,3
9,1030,220,1208,249,3
9,1030,220,1204,247,3
9,1030,220,1210,257,3
9,1030,220,1201,259,3
9,1030,220,1216,254,3
9,1030,220,1217,246,3
9,1030,220,1210,255,3
9,1030,220,1210,251,3
9,1030,220,1207,253,3
9,1030,220,1213,252,3
9,1030,220,1206,262,3
9,1030,220,1197,262,3
9,1030,220,1211,262,3
9,1030,220,1200,259,3
9,1030,220,1210,248,3
9,1030,220,1199,261,3
9,1030,220,1213,254,3
9,1030,220,1206,252,3
9,1030,220,1214,261,3
9,1030,220,1213,262,3
9,1030,220,1208,253,3
9,1030,220,1200,254,3
9,1030,220,1200,245,3
9,1030,220,1214,253,3
9,1030,220,1201,251,3
9,1030,220,1214,251,3
9,1030,220,1201,266,3
9,1030,220,1196,257,3
9,1030,220,1209,258,3
9,1030,220,1205,257,3
9,1030,220,1207,260,3
9,1030,220,1209,258,3
9,1030,220,1216,257,3
9,1030,220,1210,247,3
9,1030,220,1194,259,3
9,1030,220,1208,266,3
9,1030,220,1206,265,3
9,1030,220,1204,255,3
9,1030,220,1201,260,3
9,1030,220,1206,256,3
9,1030,220,1206,262,3
9,1030,220,1204,265,3
9,1030,220,1211,267,3
9,1030,220,1206,258,3
9,1030,220,1192,251,3
9,1030,220,1200,256,3
9,1030,220,1191,258,3
9,1030,220,1208,254,3
9,1030,220,1216,262,3
9,1030,220,1202,267,3
9,1030,220,1206,246,3
9,1030,220,1203,264,3
9,1030,220,1211,253,3
9,1030,220,1210,258,3
9,1030,220,1216,249,3
9,1030,220,1199,261,3
9,1030,220,1199,259,3
9,1030,220,1214,250,3
9,1030,220,1204,253,3
9,1030,220,1214,255,3
9,1030,220,1196,261,3
9,1030,220,1227,302,3
9,1030,220,1204,255,3
9,1030,220,1218,258,3
9,1030,220,1209,259,3
9,1030,220,1213,264,3
9,1030,220,1201,265,3
9,1030,220,1214,259,3
9,1030,220,1205,267,3
9,1030,220,1220,260,3
9,1030,220,1222,255,3
9,1030,220,1203,261,3
9,1030,220,1201,277,3
9,1030,220,1212,271,3
9,1030,220,1216,265,3
9,1030,220,1219,266,3
9,1030,220,1223,273,3
9,1030,220,1226,260,3
9,1030,220,1213,276,3
9,1030,220,1203,269,3
9,1030,220,1209,268,3
9,1030,220,1219,263,3
9,1030,220,1211,264,3
9,1030,220,1210,267,3
9,1030,220,1243,258,3
9,1030,220,1225,264,3
9,1030,220,1220,274,3
9,1030,220,1229,271,3
9,1030,220,1237,270,3
9,1030,220,1234,252,3
9,1030,220,1223,270,3
9,1030,220,1222,263,3
9,1030,220,1226,262,3
9,1030,220,1237,266,3
9,1030,220,1222,261,3
9,1030,220,1235,299,3
9,1030,220,1221,270,3
9,1030,220,1234,273,3
9,1030,220,1216,265,3
9,1030,220,1223,267,3
9,1030,220,1221,276,3
9,1030,220,1206,275,3
9,1030,525,1227,257,6
9,1030,525,1228,268,6
9,1030,525,1225,276,6
9,1030,525,1217,280,6
9,1030,525,1226,268,6
9,1030,525,1237,269,6
9,1030,525,1221,278,6
9,1030,525,1187,584,6
9,1030,525,1190,585,6
9,1030,525,1220,596,6
9,1030,525,1232,544,6
9,1030,525,1196,599,6
9,1030,525,1187,590,6
9,1030,525,1182,596,6
9,1030,525,1187,596,6
9,1030,525,1189,610,6
9,1030,525,1177,590,6
9,1030,525,1183,584,6
9,1030,525,1183,584,6
9,1030,525,1207,593,6
9,1030,525,1214,576,6
9,1030,525,1209,580,6
9,1030,525,1227,572,6
9,1030,525,1190,557,6
9,1030,525,1208,584,6
9,1030,525,1214,602,6
9,1030,525,1220,583,6
9,1030,525,1221,573,6
9,1030,525,1210,582,6
9,1030,525,1224,569,6
9,1030,525,1208,583,6
9,1030,525,1221,573,6
9,1030,525,1218,570,6
9,1030,525,1220,589,6
9,1030,525,1216,585,6
9,1030,525,1214,579,6
9,1030,525,1208,556,6
9,1030,525,1218,573,6
9,1030,525,1200,603,6
9,1030,525,1214,588,6
9,1030,525,1196,556,6
9,1030,525,1212,567,6
9,1030,525,1201,556,6
9,1030,525,1200,560,6
9,1030,525,1218,538,6
9,1030,525,1222,517,6
9,1030,525,1231,550,6
9,1030,525,1198,519,6
9,1030,525,1210,541,6
9,1030,525,1208,539,6
9,1030,525,1235,520,6
9,1030,525,1217,522,6
9,1030,525,1222,519,6
9,1030,525,1216,534,6
9,1030,525,1220,531,6
9,1030,525,1214,516,6
9,1030,525,1227,512,6
9,1030,525,1203,515,6
9,1030,525,1223,506,6
9,1030,525,1217,535,6
9,1030,525,1216,548,6
9,1030,525,1191,559,6
9,1030,525,1212,552,6
9,1030,525,1207,546,6
9,1030,525,1209,531,6
9,1030,525,1207,546,6
9,1030,525,1214,539,6
9,1030,525,1215,541,6
9,1030,525,1202,544,6
9,1030,525,1220,535,6
9,1030,525,1210,524,6
9,1030,525,1221,534,6
9,1030,525,1223,542,6
9,1030,525,1210,558,6
9,1030,525,1216,560,6
9,1030,525,1211,564,6
9,1030,525,1205,568,6
9,1030,525,1205,585,6
9,1030,525,1190,577,6
9,1030,525,1196,560,6
9,1030,525,1201,558,6
9,1030,525,1188,589,6
9,1030,525,1179,592,6
9,1030,525,1184,608,6
9,1030,525,1194,575,6
9,1030,525,1202,581,6
9,1030,525,1190,588,6
9,1030,525,1208,575,6
9,1030,525,1215,577,6
9,1030,525,1204,588,6
9,1030,525,1212,564,6
9,1030,525,1223,569,6
9,1030,525,1218,575,6
9,1030,525,1209,577,6
9,1030,525,1204,587,6
9,1030,525,1215,577,6
9,1030,525,1208,574,6
9,1030,525,1208,580,6
9,1030,525,1203,587,6
9,1030,525,1206,580,6
9,1030,525,1201,575,6
9,1030,525,1203,579,6
9,1030,525,1210,578,6
9,1030,525,1212,566,6
9,1030,525,1204,588,6
9,1030,525,1200,572,6
9,1030,525,1199,583,6
9,1030,525,1210,576,6
9,1030,525,1217,560,6
9,1030,525,1197,588,6
9,1030,525,1210,570,6
9,1030,525,1192,600,6
9,1030,525,1202,582,6
9,1030,525,1197,595,6
9,1030,525,1203,577,6
9,1030,525,1207,578,6
9,1030,525,1193,583,6
9,1030,525,1208,582,6
9,1030,525,1198,579,6
9,1030,525,1207,564,6
9,1030,525,1188,585,6
9,1030,525,1208,584,6
9,1030,525,1198,573,6
9,1030,525,1197,594,6
9,1030,830,1239,616,9
9,1030,830,1285,512,9
9,1030,830,1209,573,9
9,1030,830,1203,574,9
9,1030,830,1190,582,9
9,1030,830,1191,581,9
9,1030,830,1204,589,9
9,1030,830,1200,590,9
9,1030,830,1198,592,9
9,1030,830,1190,560,9
9,1030,830,1213,586,9
9,1030,830,1207,592,9
9,1030,830,1204,588,9
9,1030,830,1208,578,9
9,1030,830,1176,860,9
9,1030,830,1173,864,9
9,1030,830,1154,858,9
9,1030,830,1190,845,9
9,1030,830,1146,887,9
9,1030,830,1171,835,9
9,1030,830,1161,839,9
9,1030,830,1175,831,9
9,1030,830,1159,843,9
9,1030,830,1158,847,9
9,1030,830,1173,849,9
9,1030,830,1167,885,9
9,1030,830,1187,854,9
9,1030,830,1171,865,9
9,1030,830,1172,864,9
9,1030,830,1192,844,9
9,1030,830,1177,868,9
9,1030,830,1191,866,9
9,1030,830,1196,850,9
9,1030,830,1211,845,9
9,1030,830,1201,830,9
9,1030,830,1202,824,9
9,1030,830,1211,828,9
9,1030,830,1201,831,9
9,1030,830,1189,840,9
9,1030,830,1194,820,9
9,1030,830,1189,837,9
9,1030,830,1206,830,9
9,1030,830,1216,860,9
9,1030,830,1208,826,9
9,1030,830,1196,844,9
9,1030,830,1197,833,9
9,1030,830,1216,822,9
9,1030,830,1204,810,9
9,1030,830,1201,824,9
9,1030,830,1216,818,9
9,1030,830,1208,835,9
9,1030,830,1212,820,9
9,1030,830,1223,822,9
9,1030,830,1202,799,9
9,1030,830,1177,845,9
9,1030,830,1197,842,9
9,1030,830,1206,836,9
9,1030,830,1190,799,9
9,1030,830,1227,826,9
9,1030,830,1216,824,9
9,1030,830,1213,814,9
9,1030,830,1217,789,9
9,1030,830,1206,811,9
9,1030,830,1222,793,9
9,1030,830,1203,790,9
9,1030,830,1244,799,9
9,1030,830,1206,792,9
9,1030,830,1221,796,9
9,1030,830,1212,824,9
9,1030,830,1206,810,9
9,1030,830,1206,798,9
10,250,220,944,719,1
10,250,220,947,722,1
10,250,220,946,722,1
10,250,220,966,718,1
10,250,220,949,714,1
10,250,220,973,691,1
10,250,220,954,732,1
10,250,220,952,726,1
10,250,220,939,737,1
10,250,220,435,263,1
10,250,220,423,264,1
10,250,220,434,265,1
10,250,220,431,274,1
10,250,220,436,263,1
10,250,220,424,263,1
10,250,220,440,269,1
10,250,220,436,264,1
10,250,220,431,273,1
10,250,220,427,259,1
10,250,220,421,271,1
10,250,220,420,253,1
10,250,220,417,265,1
10,250,220,425,276,1
10,250,220,431,270,1
10,250,220,422,276,1
10,250,220,418,265,1
10,250,220,428,273,1
10,250,220,426,261,1
10,250,220,426,257,1
10,250,220,427,270,1
10,250,220,426,269,1
10,250,220,426,259,1
10,250,220,427,269,1
10,250,220,756,527,1
10,250,220,774,522,1
10,250,220,766,533,1
10,250,220,743,528,1
10,250,220,755,529,1
10,250,220,769,522,1
10,250,220,488,331,1
10,250,220,491,345,1
10,250,220,528,370,1
10,250,220,500,339,1
10,250,220,526,355,1
10,250,220,503,359,1
10,250,220,508,344,1
10,250,220,416,245,1
10,250,220,447,233,1
10,250,220,433,228,1
10,250,220,426,234,1
10,250,220,430,249,1
10,250,220,424,244,1
10,250,220,408,258,1
10,250,220,422,269,1
10,250,220,410,256,1
10,250,220,424,266,1
10,250,220,426,255,1
10,250,220,409,264,1
10,250,220,423,252,1
10,250,220,418,253,1
10,250,220,423,264,1
10,250,220,419,264,1
10,250,220,443,267,1
10,250,220,419,238,1
10,250,220,418,259,1
10,250,220,415,243,1
10,250,220,424,256,1
10,250,220,444,249,1
10,250,220,426,267,1
10,250,220,431,262,1
10,250,220,428,261,1
10,250,220,436,257,1
10,250,220,424,251,1
10,250,220,426,252,1
10,250,220,425,256,1
10,250,220,435,273,1
10,250,220,423,259,1
10,250,220,439,254,1
10,250,220,433,262,1
10,250,220,429,264,1
10,250,220,425,257,1
10,250,220,431,261,1
10,250,220,424,269,1
10,250,220,410,260,1
10,250,220,421,258,1
10,250,220,429,261,1
10,250,220,424,265,1
10,250,220,422,247,1
10,250,220,431,249,1
10,250,220,431,254,1
10,250,220,419,241,1
10,250,220,421,252,1
10,250,220,420,258,1
10,250,220,425,253,1
10,250,220,430,248,1
10,250,220,417,251,1
10,250,220,416,246,1
10,250,220,422,251,1
10,250,220,413,259,1
10,250,220,427,257,1
10,250,220,417,251,1
10,250,220,416,252,1
10,250,220,410,234,1
10,250,220,415,237,1
10,250,220,409,228,1
10,250,220,414,222,1
10,250,220,428,229,1
10,250,220,433,233,1
10,250,220,420,237,1
10,250,220,414,226,1
10,250,220,407,233,1
10,250,220,405,223,1
10,250,220,409,232,1
10,250,220,401,229,1
10,250,220,419,233,1
10,250,220,407,237,1
10,250,220,408,224,1
10,250,220,416,232,1
10,250,220,419,234,1
10,250,220,406,232,1
10,250,220,416,225,1
10,250,220,416,188,1
10,250,220,402,198,1
10,250,220,409,201,1
10,250,220,421,192,1
10,250,220,423,203,1
10,250,220,424,203,1
10,250,220,415,199,1
10,250,220,484,270,1
10,250,220,492,273,1
10,250,220,483,271,1
10,250,220,492,277,1
10,250,220,483,271,1
10,250,220,483,281,1
10,250,525,438,270,4
10,250,525,420,264,4
10,250,525,420,259,4
10,250,525,420,264,4
10,250,525,423,260,4
10,250,525,407,264,4
10,250,525,425,264,4
10,250,525,414,279,4
10,250,525,414,270,4
10,250,525,423,269,4
10,250,525,447,499,4
10,250,525,444,508,4
10,250,525,432,499,4
10,250,525,441,508,4
10,250,525,445,512,4
10,250,525,439,511,4
10,250,525,439,501,4
10,250,525,442,502,4
10,250,525,442,497,4
10,250,525,427,574,4
10,250,525,436,587,4
10,250,525,414,578,4
10,250,525,427,587,4
10,250,525,426,581,4
10,250,525,432,589,4
10,250,525,420,580,4
10,250,525,426,585,4
10,250,525,428,584,4
10,250,525,431,579,4
10,250,525,437,577,4
10,250,525,435,575,4
10,250,525,436,582,4
10,250,525,436,589,4
10,250,525,434,584,4
10,250,525,442,581,4
10,250,525,443,584,4
10,250,525,407,575,4
10,250,525,424,560,4
10,250,525,423,571,4
10,250,525,430,567,4
10,250,525,432,572,4
10,250,525,432,576,4
10,250,525,431,581,4
10,250,525,432,579,4
10,250,525,431,579,4
10,250,525,430,583,4
10,250,525,437,572,4
10,250,525,435,580,4
10,250,525,433,571,4
10,250,525,434,573,4
10,250,525,433,579,4
10,250,525,434,569,4
10,250,525,435,573,4
10,250,525,425,580,4
10,250,525,430,580,4
10,250,525,436,578,4
10,250,525,437,584,4
10,250,525,427,576,4
10,250,525,440,586,4
10,250,525,439,572,4
10,250,525,427,575,4
10,250,525,422,571,4
10,250,525,430,571,4
10,250,525,427,564,4
10,250,525,421,560,4
10,250,525,422,569,4
10,250,525,433,571,4
10,250,525,424,563,4
10,250,525,427,565,4
10,250,525,438,567,4
10,250,525,432,563,4
10,250,525,436,569,4
10,250,525,433,555,4
10,250,525,436,572,4
10,250,525,446,572,4
10,250,525,440,568,4
10,250,525,433,574,4
10,250,525,438,570,4
10,250,525,436,573,4
10,250,525,440,569,4
10,250,525,430,563,4
10,250,525,440,563,4
10,250,525,435,571,4
10,250,525,437,574,4
10,250,525,440,579,4
10,250,525,430,574,4
10,250,525,427,569,4
10,250,525,434,572,4
10,250,525,436,571,4
10,250,525,435,576,4
10,250,525,434,571,4
10,250,525,444,586,4
10,250,525,438,585,4
10,250,525,436,577,4
10,250,525,429,583,4
10,250,525,433,575,4
10,250,525,440,583,4
10,250,525,428,580,4
10,250,525,432,579,4
10,250,525,438,587,4
10,250,525,435,583,4
10,250,525,441,593,4
10,250,525,438,585,4
10,250,525,446,583,4
10,250,525,436,576,4
10,250,525,441,583,4
10,250,525,438,580,4
10,250,525,436,589,4
10,250,525,437,578,4
10,250,525,441,584,4
10,250,525,446,591,4
10,250,525,439,591,4
10,250,525,441,586,4
10,250,525,444,586,4
10,250,525,439,583,4
10,250,525,440,590,4
10,250,525,442,586,4
10,250,525,426,589,4
10,250,525,434,587,4
10,250,525,439,584,4
10,250,525,440,586,4
10,250,525,440,589,4
10,250,525,443,588,4
10,250,525,446,593,4
10,250,525,444,587,4
10,250,525,439,593,4
10,250,525,431,592,4
10,250,525,442,589,4
10,250,525,441,594,4
10,250,525,445,598,4
10,250,525,438,593,4
10,250,525,442,589,4
